Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
Not Available,Emily,334,0,,,,0,,,11210990.0,46
"Karachi, Pakistan",Muhammad Hassan,18,0,,,,0,,,14688794.0,0
Not Available,user3755060,7k,0,,,,0,,,3755060.0,1
Not Available,JakesMD,168k,0,,,,0,,,11979688.0,27
Not Available,faizanjehangir,702k,3,,,,0,,,830037.0,678
Not Available,Dayson D,9k,0,,,,0,,,9226728.0,2
"Mexico City, México",Xhoan,46k,0,,,,0,,,7516661.0,40
"Kerala, India",Adarsh,30k,50,,,,0,,,9776055.0,22
"Perm, Russia",Alex Zhulin,153k,0,,,,0,,,3129510.0,895
Not Available,Crbreingan,1.3m,0,,,,0,,,439834.0,41
"Vienna, Österreich",Katharina,436,0,,,,0,,,15577843.0,10
Not Available,liquid_diamond,56k,0,,,,0,,,2543714.0,283
Not Available,StuLondon,17k,0,,,,0,,,13997190.0,4
Not Available,Guf,506,0,,,,0,,,21928433.0,0
"St. Louis, MO, USA",Douglas W. Palme,29k,0,,,,0,,,12323191.0,33
Not Available,andy jones,83k,2,,,,0,,,902305.0,339
"Warsaw, Poland",Wojciech Wirzbicki,264k,525,,,,285,,,2630326.0,"1,104"
Not Available,magician11,417k,0,,,,0,,,2813041.0,275
Not Available,Lucidic,283,0,,,,0,,,11923852.0,0
Not Available,hacker man,38k,0,,,,1,,,15984730.0,7
Not Available,Neevraj Kumarpal Bokria,82,0,,,,0,,,17221232.0,0
Not Available,Karun Dhiman,12,0,,,,0,,,23350866.0,0
Not Available,Óscar,27k,0,,,,0,,,323069.0,137
Not Available,Machine88,62,0,,,,0,,,19820167.0,0
Not Available,JT_geospatial,89,0,,,,0,,,19731164.0,0
Not Available,shec incrr,2k,0,,,,0,,,15218339.0,0
Not Available,Kobby Adom,280,0,,,,0,,,7532231.0,0
Not Available,Shekel Sniffer,374,0,,,,0,,,23022547.0,0
"Bangalore, India",Suren Raju,334k,16,,,,0,,,2053319.0,160
Not Available,mprivat,2.3m,5,,,,2,,,1281407.0,280
Not Available,user123,6k,0,,,,0,,,5681036.0,17
Not Available,schoon,521k,5,,,,3,,,1773592.0,331
India,Boss,116k,34,,,,3,,,2695893.0,112
Not Available,Anu,66,0,,,,0,,,21285101.0,0
Not Available,MarathonStudios,142k,0,,,,0,,,904923.0,9
"Belgrade, Serbia",bajaga2,3k,0,,,,0,,,9486786.0,1
Not Available,art3miy,477,0,,,,0,,,19893400.0,3
Not Available,Tejas Bhoite,37,0,,,,0,,,23350881.0,0
shenzhen.china,bin,176,0,,,,0,,,16780774.0,3
"Palestine 🇵🇸, Under 🇮🇱 ✡️ Fire",safineh,2k,4,,,,5,,,5381759.0,261
"Zürich, Schweiz",paranoia_do,836,0,,,,0,,,12683643.0,0
Not Available,Ahashan Alam Sojib,10k,0,,,,0,,,15956778.0,15
"NY/NJ, United States",SoFar67,82,0,,,,0,,,6372657.0,0
Not Available,lambda,120,0,,,,0,,,22022260.0,0
Not Available,Elyticus,327,0,,,,0,,,21591223.0,0
Not Available,Shovarnu Dutta,9k,0,,,,0,,,17532110.0,2
Not Available,Polymatheia,313,0,,,,0,,,21574518.0,3
Not Available,DDG,6k,0,,,,0,,,9315007.0,10
Chile,pmiranda,1.9m,1,,,,6,,,3541320.0,743
"Ambarnath, India",Ashish Kudale,133k,34,,,,3,,,3154636.0,334
Not Available,JJ.,2.0m,0,,,,1,,,1336632.0,218
Not Available,Tim Bauer,12k,0,,,,0,,,1063203.0,0
"Los Alamos, NM",Geoff,372k,1,,,,1,,,1269634.0,390
Canada,Petran,1.1m,0,,,,0,,,650690.0,37
Not Available,stefansingularity99,98,0,,,,0,,,22240790.0,0
Not Available,Sean Dsilva,62,0,,,,0,,,23341367.0,0
Not Available,Michael K.,112k,2,,,,0,,,1168594.0,108
Not Available,joshk,20,0,,,,0,,,7890562.0,0
Germany,allstar_141,13k,0,,,,0,,,17935653.0,2
Netherlands,Raymond Veldhuizen,1k,0,,,,0,,,2177011.0,0
"Minsk, Беларусь",Alexey Zalyotov,9k,7,,,,14,,,11750723.0,"1,240"
Not Available,Jérome BORGA,63k,0,,,,0,,,15749002.0,14
"Dhaka, Bangladesh",Mehedi Hasan,87k,0,,,,0,,,14274660.0,16
Not Available,Pratyush Ranjan Mishra,53,0,,,,0,,,23164523.0,0
Not Available,Maksym Petrenko,60,0,,,,0,,,21455965.0,0
Not Available,manjunath,1k,0,,,,0,,,19521868.0,6
Not Available,Wisdumb,109,0,,,,0,,,23261075.0,0
Not Available,AlekseyHoffman,232k,0,,,,1,,,12125881.0,149
Not Available,Josleyn Santos,88,0,,,,0,,,23337692.0,0
Not Available,zuNEC,2k,6,,,,0,,,11261528.0,17
Not Available,Tom Kurushingal,869k,2,,,,0,,,4576447.0,46
Not Available,nicocrest,57,0,,,,0,,,23350425.0,0
"Ahmadabad, India",Nitul,251k,2,,,,8,,,661859.0,218
"Torino, TO, Italia",matteo88,4k,0,,,,0,,,11330778.0,7
"Phoenix, AZ",sehummel,1.3m,0,,,,0,,,537082.0,419
Not Available,Puneet Sharma,634,0,,,,0,,,21145405.0,0
Not Available,dirb,93,0,,,,0,,,17066714.0,0
Not Available,Al Schack,16k,0,,,,0,,,23082640.0,1
Not Available,Nick,10k,0,,,,0,,,16875961.0,12
"Lucknow, Uttar Pradesh, India",Hrashikesh Tiwari,224,0,,,,0,,,16317273.0,0
Not Available,jinTgreater,466,0,,,,0,,,22863450.0,28
Oman,B-DK,7k,0,,,,0,,,10747598.0,1
Not Available,BullyWiiPlaza,11.0m,100,,,,5,,,3764804.0,"1,359"
Not Available,Afsana Mimi Choity,14,0,,,,0,,,23350803.0,0
Not Available,Eli,78,0,,,,0,,,23327806.0,0
Not Available,user2066880,649k,1,,,,0,,,2066880.0,360
Not Available,Bhushan Akole,2k,0,,,,0,,,4291953.0,0
Not Available,DecklanOrie,8k,0,,,,0,,,14191844.0,0
Not Available,Julia Gorman,426,0,,,,0,,,11279795.0,1
Not Available,Anubhav,23,0,,,,0,,,23350736.0,0
Not Available,ECL_Turtle,57,0,,,,0,,,22013137.0,0
Not Available,Chris Abrams,3.2m,0,,,,0,,,586131.0,480
South Africa,Kenneth,6k,1,,,,0,,,9542643.0,172
Not Available,eagleaye,315,0,,,,0,,,22909191.0,0
Not Available,Chris Fiallos,122,0,,,,0,,,11737114.0,1
Not Available,EthanKent,0,0,,,,0,,,20393025.0,0
Not Available,Kotesh Nataru,298,0,,,,0,,,11770535.0,0
Not Available,Михаил Клеченко,150k,0,,,,0,,,12917520.0,14
Not Available,CodeBlue,2.7m,1,,,,2,,,1199882.0,760
Not Available,Anh Duc Ng,2k,0,,,,0,,,8675452.0,34
Not Available,Rajkot Khodiyar,34,0,,,,0,,,23350729.0,0
Not Available,kalaLokia,12k,0,,,,0,,,9857608.0,49
Not Available,vfirma,46k,0,,,,0,,,12475508.0,10
Not Available,black lover,29,0,,,,0,,,23349842.0,0
Not Available,Daniel,20,0,,,,0,,,23350725.0,0
Egypt,mohammed said,335,0,,,,0,,,10162907.0,3
Not Available,Prince Roanoke,32,0,,,,0,,,23347707.0,0
"Leesburg, Florida",Gringo Golf,90k,0,,,,0,,,444771.0,18
Not Available,Ridola,93,0,,,,0,,,23322390.0,0
Portugal,teefars,53k,0,,,,5,,,2270775.0,119
Not Available,Puru,470,0,,,,0,,,22614136.0,0
India,Akshay,1.0m,5,,,,1,,,1534925.0,707
Not Available,sarah,833k,0,,,,2,,,230237.0,5
Not Available,a guy,34,0,,,,0,,,23344473.0,0
Not Available,user14337934,97,0,,,,0,,,14337934.0,0
USA,SushiChef,13k,1,,,,0,,,7699330.0,15
Germany,Crizzly,171,0,,,,0,,,22426955.0,0
Not Available,Knox,48,0,,,,0,,,20975914.0,0
Not Available,mannaia,77k,0,,,,0,,,1951090.0,70
Not Available,Shubhanshu,34,0,,,,0,,,18588781.0,0
New Jersey,vs777,92k,0,,,,0,,,2101649.0,8
Not Available,Sarosh Afzal,27,0,,,,0,,,23350726.0,0
Not Available,Android17,15k,0,,,,0,,,1601879.0,12
Portugal,Márlon Ferreira,814,0,,,,0,,,12982929.0,0
India,Sahil Jaswal,617,0,,,,0,,,16208589.0,0
Not Available,rdoucette,186,0,,,,0,,,22562426.0,0
Not Available,Giuseppe,25k,0,,,,0,,,5065842.0,241
Not Available,Luis Felipe Gongora Garcia,19k,0,,,,0,,,20037774.0,3
Not Available,SteveD,36,0,,,,0,,,23350254.0,0
Not Available,Ron,78,0,,,,0,,,16743931.0,0
Not Available,Lil Shaun Picanto Official,2k,0,,,,0,,,17326950.0,0
Not Available,Prashant Goel,34k,0,,,,0,,,5532105.0,0
Not Available,Antonia,45,0,,,,0,,,23349696.0,0
"Vancouver, BC, Canada",Eric Kolotyluk,95k,0,,,,0,,,3302921.0,66
Not Available,K. W.,2k,0,,,,0,,,14797043.0,1
Not Available,bek,172,0,,,,0,,,20935900.0,0
Not Available,peco,145,0,,,,0,,,1623623.0,5
Not Available,Shay Shabtai Levi,58,0,,,,0,,,23344295.0,0
Slovakia,Patrik Krehák,302k,1,,,,7,,,3409917.0,185
"Johnstown, PA, United States",Corv1nus,1.1m,11,,,,1,,,108999.0,668
Not Available,Cássio,26k,0,,,,0,,,1643748.0,210
"San Francisco, CA, United States",sean0923,7k,0,,,,0,,,3727879.0,4
Not Available,Dmitry z,782k,0,,,,0,,,1739713.0,179
Germany,Top-Master,4.0m,856,,,,308,,,8740349.0,"3,615"
Not Available,Yanko Hernández Alvarez,46k,1,,,,0,,,129568.0,36
Not Available,Admins,136,0,,,,0,,,15111171.0,0
Not Available,Laura Tilton,2k,0,,,,0,,,19618132.0,0
"Philadelphia, PA, USA",sadel,3k,0,,,,0,,,16099646.0,46
Not Available,Kacper Banasik,19k,0,,,,0,,,1277685.0,6
Not Available,user3364310,346,0,,,,0,,,3364310.0,0
Not Available,bruce lee,252,0,,,,0,,,18802127.0,0
"Dhaka, Bangladesh",Zakir Hossain,46,0,,,,0,,,13833905.0,0
Not Available,kushagraatre,29,0,,,,0,,,22939127.0,0
Not Available,Gareth Hogan,25,0,,,,0,,,23337708.0,0
Not Available,John kerich,5k,0,,,,0,,,20291626.0,0
Not Available,ThrowAway23948238,51k,1,,,,0,,,6125826.0,4
Nigeria,Mr. Osakwe Anthony Francis,40,0,,,,0,,,19326827.0,0
Not Available,martin_ai,136,0,,,,0,,,23121270.0,0
Not Available,BenLubar,10k,0,,,,0,,,2664560.0,36
Not Available,Fabian,4k,0,,,,0,,,13743497.0,16
Not Available,PaNDa,33,0,,,,0,,,22814262.0,0
Not Available,Lukasz Tracewski,840k,18,,,,17,,,1397946.0,614
Not Available,MaxTRules,22,0,,,,0,,,23347341.0,0
"Nairobi, Kenya",Caleb Njiiri,234k,11,,,,0,,,7822509.0,14
Not Available,villanux,589k,0,,,,0,,,2863818.0,0
Not Available,Eddy Hezarian,4k,0,,,,0,,,17480522.0,10
Not Available,Frank,66k,0,,,,1,,,1599540.0,322
Gujarat,Pritesh Shah,504k,0,,,,0,,,1412709.0,1
Not Available,user1357015,1.6m,0,,,,0,,,1357015.0,309
Not Available,Ash Ketchum,183,0,,,,0,,,16142557.0,13
Not Available,Braden Mugg,442,0,,,,0,,,5129497.0,7
Germany,Dominik Miskovic,2k,0,,,,0,,,15080284.0,2
Not Available,bunggo,10k,0,,,,0,,,1397701.0,239
Not Available,Sage,17,0,,,,0,,,12405952.0,0
Not Available,sneachd,38,0,,,,0,,,23350652.0,0
bangalore,siddesh,1k,0,,,,0,,,6952988.0,0
Belgium,Haj Ayed Amir,19k,1,,,,0,,,7570619.0,38
Ahmedabad,the_gujarati,2k,0,,,,0,,,16918131.0,98
Not Available,matteo2002,71,0,,,,0,,,23340543.0,0
Not Available,user2296153,42k,0,,,,0,,,2296153.0,5
Not Available,Pankaj Moriya,13k,0,,,,0,,,10458200.0,4
Not Available,M T,28k,0,,,,0,,,1366800.0,3
Norway,Simen,135k,0,,,,0,,,2906284.0,77
Not Available,Yevhenii Bondarenko,127,0,,,,0,,,23350659.0,0
Not Available,Cositanto,21k,0,,,,4,,,6666797.0,319
Not Available,Garakhan Talibov,50,0,,,,0,,,23126883.0,0
"Austin, TX, United States",mwgideon,11k,0,,,,0,,,3096500.0,1
Not Available,celsowm,1.1m,1,,,,9,,,284932.0,686
Not Available,fgootkind,2k,0,,,,0,,,19650014.0,8
Not Available,Ralph Boas Stücher,59,0,,,,0,,,23168439.0,0
Not Available,wmmhihaa,67k,0,,,,0,,,2080960.0,32
"Poznań, Poland",Ernest Zamelczyk,221k,2,,,,2,,,4745241.0,50
Not Available,KuS-,763,0,,,,0,,,21290837.0,0
"Ibadan, Nigeria",Chymdy,18k,0,,,,0,,,10757264.0,92
Not Available,user23341160,228,0,,,,0,,,23341160.0,0
Not Available,Eric Song,48,0,,,,0,,,15992311.0,0
"Moscow, Russia",Vadim,34k,0,,,,0,,,3136999.0,44
Not Available,MZ_97,16,0,,,,0,,,23339298.0,0
Not Available,Praddyum Verma,5k,0,,,,0,,,11664974.0,0
Not Available,ts-mothership,5k,0,,,,0,,,16162287.0,26
Not Available,Sam,399,0,,,,0,,,21974584.0,0
Not Available,Dinesh Singh,50,0,,,,0,,,23343801.0,0
Not Available,Jasr,119,0,,,,0,,,17965120.0,0
"Brugge, België",Karel Debedts,817k,0,,,,0,,,10251414.0,93
Not Available,Squidonis,1k,0,,,,0,,,14107627.0,1
Not Available,Diego Cespedes,240k,0,,,,0,,,6131824.0,295
Not Available,Bärbel,287k,0,,,,0,,,1823746.0,2
Not Available,NICHOLAS LAMB,43,0,,,,0,,,23035720.0,0
India,webAnalytics and tagManager,754,0,,,,0,,,10069896.0,0
Not Available,Sarah Attar,56,0,,,,0,,,23179870.0,0
Not Available,huwng,2k,0,,,,0,,,18187549.0,16
"Mumbai, Maharashtra, India",Chirag,5k,0,,,,0,,,10527799.0,10
"Sydney, Australia",Nicholas Hamilton,3.5m,9,,,,0,,,1834057.0,159
Not Available,st mnmn,582k,5,,,,0,,,615827.0,427
Not Available,chatlow,24k,0,,,,0,,,2064437.0,0
Not Available,John Doe,40k,0,,,,0,,,12551601.0,0
Egypt,Elsayed,900k,1,,,,0,,,4569713.0,101
Not Available,IamK,16,0,,,,0,,,23350591.0,0
Not Available,one-hand-octopus,270k,3,,,,1,,,8720421.0,224
Not Available,bronhy,422,1,,,,0,,,4322180.0,3
Not Available,adrian,22k,0,,,,0,,,12873175.0,25
Not Available,K.Wanter,104k,0,,,,0,,,6310830.0,39
Not Available,Nirmal,24k,4,,,,1,,,5286979.0,8
Not Available,JoaHT,61,0,,,,0,,,23350524.0,0
Россия,Захар Уляшов,22,0,,,,0,,,19568113.0,0
Not Available,Sharan Kumar,49k,0,,,,0,,,16086174.0,11
Not Available,Sh_ch,269,0,,,,0,,,19785290.0,0
Tunisia,smouk,73k,0,,,,0,,,11545512.0,0
Not Available,user21476558,1k,0,,,,0,,,21476558.0,0
Not Available,Alpha Andrianarivo,144,0,,,,0,,,17132803.0,1
Not Available,cypherpunk,257,0,,,,0,,,4068746.0,1
Rif-Dimashq - Syria,Mr_Sure21,141,0,,,,0,,,21485288.0,5
Not Available,Lijith Rajan,220,0,,,,0,,,14093678.0,0
Not Available,vixxovs,3k,0,,,,0,,,17589323.0,5
Brazil,Maviles,1.4m,2,,,,7,,,2653486.0,181
Not Available,user23350478,23,0,,,,0,,,23350478.0,0
India,Ritik Patni,32k,1,,,,0,,,5773416.0,27
"Moscow, Russia",user_Dima,1k,0,,,,0,,,16016201.0,4
Not Available,rrriam,86,0,,,,0,,,21259911.0,0
Not Available,Chase Roberts,1.8m,19,,,,1,,,1481072.0,520
"Melbourne, Victoria, Australia",Striker,26k,0,,,,4,,,4993180.0,31
Not Available,Xiyue,46,0,,,,0,,,23350445.0,0
Calgary 😑,miken32,4.0m,"3,761",,,,"5,083",,,1255289.0,"30,298"
Not Available,Wasif Raza,176,0,,,,0,,,23337340.0,0
Not Available,Fawaz Aljohani,56k,0,,,,0,,,10230721.0,11
"Berlin, Germany",Ashish,342k,0,,,,0,,,2251809.0,20
India,kumar_m_kiran,463k,18,,,,10,,,327096.0,249
Not Available,aafc,22k,0,,,,0,,,1660563.0,4
Not Available,Sidas,8k,0,,,,0,,,5815846.0,10
Not Available,Shalafister,107k,0,,,,0,,,4608099.0,43
Not Available,F.A,2k,0,,,,0,,,6440079.0,0
Not Available,Vaibhav Gupta,42,0,,,,0,,,11591745.0,0
Not Available,s.hu,7k,0,,,,0,,,6519756.0,0
Not Available,A.S,44,0,,,,0,,,23350276.0,0
Not Available,Կարեն Մկրտումյան,3k,0,,,,0,,,11554171.0,0
Connecticut,Fraggle,1.2m,4,,,,0,,,483163.0,108
Remote,Mandrek,282k,0,,,,0,,,2427078.0,89
Not Available,stkvtflw,2.7m,4,,,,0,,,4845952.0,468
Not Available,Can777,8k,0,,,,0,,,11339631.0,146
nan,pyCthon,1.9m,33,,,,19,,,848277.0,"5,383"
Not Available,Allan Xu,685k,2,,,,0,,,1088979.0,271
Not Available,Vikas Ojha,51k,0,,,,1,,,1177640.0,20
"Cluj-Napoca, Cluj County, Romania",Sunflame,314k,1,,,,1,,,7825294.0,243
Not Available,Elliot Alderson,22k,0,,,,0,,,3529796.0,15
Not Available,Megan,37,0,,,,0,,,23350615.0,0
Not Available,flomue99,6k,0,,,,0,,,15360972.0,10
Not Available,Rahul,690,0,,,,0,,,17528445.0,19
Not Available,Lucas Hoffmann,2k,0,,,,0,,,8383166.0,6
"Gurgaon, Haryana, India",deepak pandey,26k,0,,,,0,,,4884756.0,3
Not Available,MH Nikbakht,700,0,,,,0,,,19656414.0,0
Not Available,Sajib,6k,0,,,,0,,,15368718.0,21
Not Available,K. Claesson,46k,0,,,,0,,,2441615.0,166
"Delhi, India",Hariom Ahlawat,27k,1,,,,0,,,2712895.0,10
Not Available,nahmed,17k,0,,,,0,,,13270381.0,5
Not Available,mwh4t,52,0,,,,0,,,23350566.0,0
India,Subhra Mazumdar,2k,0,,,,0,,,3935920.0,0
"Paris, France",Alex92,5k,0,,,,0,,,14943951.0,0
Not Available,RusskiT,45k,0,,,,0,,,14633524.0,9
Virginia,Chris G.,724k,3,,,,7,,,903102.0,191
Russia,MAGistr,19k,0,,,,0,,,17168823.0,0
Not Available,xSamx02,963,0,,,,0,,,21014131.0,1
Not Available,donman,2k,0,,,,0,,,8854864.0,107
"Moscow, Russia",Mikhail Mazurovskiy,6k,0,,,,0,,,13088873.0,101
Not Available,Aqib Raza,56,0,,,,0,,,17935773.0,0
Not Available,ato,264,0,,,,0,,,18700487.0,0
Not Available,tutiplain,164k,0,,,,0,,,1043793.0,119
Not Available,Jam,7k,2,,,,0,,,11436180.0,45
"Brasília - DF, Brasil",Marceloawq,10k,0,,,,1,,,7722144.0,7
Not Available,JavaHead16,392,0,,,,0,,,3708701.0,0
"Bali, Indonesia",wayan wahyu Adi Putra,458k,0,,,,1,,,11750921.0,9
Not Available,omg,21.4m,0,,,,0,,,104015.0,75
"Santiago, Chile",Carlos Gonzalez,6k,0,,,,0,,,13478452.0,121
Not Available,Emily,116,0,,,,0,,,22674073.0,0
Not Available,Benned,467,0,,,,0,,,20302764.0,0
Not Available,Prakash,82,0,,,,0,,,17979674.0,0
Bangladesh,opu,351,0,,,,0,,,16836433.0,0
Not Available,Renato,944,0,,,,0,,,19033053.0,0
Not Available,Ririe Sakamaki,2k,0,,,,0,,,13806762.0,2
Not Available,tcode,861k,0,,,,8,,,616172.0,671
Not Available,AKS,60,0,,,,0,,,20520381.0,0
Not Available,No_or_yes,105k,0,,,,0,,,900531.0,28
Not Available,Stephenmelb,106k,0,,,,0,,,3243353.0,37
Not Available,geniar99s,2k,0,,,,0,,,21246133.0,5
Not Available,Aleksander Rodionov,56,0,,,,0,,,14373871.0,0
Not Available,Vignesh,78,0,,,,0,,,23222639.0,0
Not Available,Santiago,67,0,,,,0,,,21105521.0,0
Not Available,Thomas,26k,0,,,,1,,,12546311.0,48
Not Available,FrozenHeart,1.5m,0,,,,0,,,1608835.0,421
Not Available,ntu,4k,0,,,,0,,,5144709.0,1
Not Available,jamie_y,447k,0,,,,0,,,2398405.0,19
United States,Azulflame,951k,62,,,,19,,,1406409.0,388
Not Available,Eff,8k,0,,,,0,,,3906696.0,0
India,iSankha007,69k,1,,,,0,,,1325955.0,821
Not Available,Doublementi,5k,0,,,,0,,,18830542.0,15
Norway,Mona,139,0,,,,0,,,22061993.0,0
India,Chris Kavin Romero Romanus,26,0,,,,0,,,13771201.0,0
Not Available,IHaveHandedInMyResignation,17k,0,,,,0,,,7993986.0,120
Not Available,Basil Bourque,98.9m,"4,551",,,,126,,,642706.0,"35,971"
India,srijansrv,876,0,,,,0,,,2714938.0,0
Not Available,fsctl,3k,0,,,,0,,,19111581.0,18
Not Available,SSF,284,0,,,,0,,,23211796.0,0
Not Available,Luca Boieru,254k,0,,,,0,,,2621606.0,61
Not Available,Tedd Samo,46,0,,,,0,,,19769880.0,0
Not Available,Dalibor Trišić,5k,0,,,,0,,,6171120.0,1
Not Available,Ben,70k,0,,,,0,,,4354987.0,16
"Bengaluru, Karnataka, India",MrWayne,65k,0,,,,0,,,3473300.0,11
"Mumbai, Maharashtra, India",Alok Save,23.8m,260,,,,655,,,452307.0,"1,566"
Not Available,Chris,582,0,,,,0,,,10170910.0,0
Not Available,ShayA,33,0,,,,0,,,23349971.0,1
Not Available,moonvader,2.9m,13,,,,1,,,1218405.0,833
Lithuania,vico,3.2m,2,,,,0,,,1501700.0,39
United Kingdom,Peter Farmer,1.4m,1,,,,0,,,66020.0,182
Not Available,The Crazy,8k,0,,,,0,,,17326832.0,4
"Singapore, Singapore",wai,927k,0,,,,0,,,18500.0,28
Not Available,Levio,3k,0,,,,0,,,1231106.0,0
"Liverpool, United Kingdom",Mr Pablo,588k,2,,,,4,,,601869.0,151
Italia,Federicofkt,4k,0,,,,0,,,10595871.0,17
"Paris, France",Kenshin7586,34k,0,,,,0,,,3328373.0,2
"Cincinnati, OH, USA",Schmit,32k,0,,,,0,,,9259423.0,6
Not Available,Impossiblegend,47,0,,,,0,,,23348238.0,0
"London, United Kingdom",floormind,411k,0,,,,0,,,5351206.0,5
Not Available,dkcongo,7k,0,,,,0,,,18922834.0,26
"Burglengenfeld, Deutschland",FranzHuber23,417k,52,,,,8,,,5536006.0,"1,634"
Not Available,yanni,984,0,,,,0,,,17033065.0,0
Not Available,C. Refsgaard,23k,0,,,,0,,,8500794.0,2
Not Available,Samantha Klonaris,1k,0,,,,0,,,6882663.0,6
Not Available,dev vaibhav,127,0,,,,0,,,22320963.0,0
"Seattle, WA, USA",John Ragland,756,0,,,,0,,,13856411.0,0
Not Available,maks099,1k,0,,,,0,,,11057343.0,1
Not Available,SK19,285,1,,,,1,,,9396257.0,231
Türkiye,E. ÇAPAN,620,0,,,,0,,,10764469.0,0
Not Available,napsebefya,5k,0,,,,0,,,19424480.0,785
Not Available,Squiford,951,0,,,,0,,,18477783.0,0
"Hyderabad, India",Naveen,308k,40,,,,0,,,2009591.0,28
Not Available,Valley of Decay,129,0,,,,0,,,11595967.0,0
Not Available,Electro-Bunny,76k,0,,,,0,,,1283762.0,176
Not Available,Aaron,120,0,,,,0,,,20865921.0,0
Not Available,souvik datta,771,0,,,,0,,,15996907.0,5
Not Available,Dan Kadera,25k,0,,,,0,,,1661047.0,1
Not Available,user3396420,144k,0,,,,0,,,3396420.0,16
India,Ramji,13k,0,,,,0,,,9265800.0,2
Not Available,Zenith Kenneth,79k,0,,,,0,,,4155333.0,0
Not Available,Sowndarya,31,0,,,,0,,,23350509.0,0
Not Available,Réka,825,0,,,,0,,,19873151.0,0
Not Available,wgf4242,75k,0,,,,0,,,2622368.0,9
Not Available,bozzmob,1.1m,107,,,,78,,,3782392.0,454
Not Available,Osmankaapa,6k,0,,,,0,,,12142556.0,10
Not Available,Jan Hein de Jong,14k,0,,,,0,,,11256247.0,12
"Wales, UK",Rob,4k,0,,,,0,,,16256647.0,2
Not Available,dootbar,15k,0,,,,0,,,4922030.0,0
"Copenhagen, Denmark",MTilsted,1.0m,0,,,,14,,,446357.0,413
Not Available,PawielBeats,14,0,,,,0,,,23350501.0,0
"Waltham, MA",Lincoln Mullen,597k,0,,,,0,,,1293073.0,201
"Houston, TX",juanschwartz,3k,0,,,,0,,,1927658.0,10
Not Available,Alokin,800,0,,,,0,,,19079447.0,0
Poland,AbreQueVoy,315k,2,,,,0,,,1737830.0,"1,464"
Not Available,user23350308,39,0,,,,0,,,23350308.0,0
Not Available,danilo,34k,1,,,,1,,,21440451.0,88
Not Available,ravelinx,140k,0,,,,1,,,5245639.0,337
Not Available,João,40,0,,,,0,,,23346711.0,0
"Bangalore, Karnataka, India",Hardik Agarwal,5k,0,,,,0,,,12416221.0,0
"Chicago, IL",Ben,67k,0,,,,0,,,647316.0,2
"Kolhapur, Maharashtra, India",Tarang Patil,336,0,,,,0,,,22387714.0,0
Not Available,phil,188k,0,,,,0,,,708183.0,0
Not Available,David Alexandru,3k,0,,,,0,,,5774701.0,0
Not Available,Oliver,639,0,,,,0,,,10179576.0,11
Not Available,Aleksander,88,0,,,,0,,,22669107.0,0
France,WoJ,5.6m,144,,,,39,,,903011.0,"1,511"
Not Available,Nick,2.3m,13,,,,14,,,964080.0,"1,038"
Not Available,Mansoor,88k,0,,,,1,,,4520274.0,34
Not Available,Nagarjuna Kanneganti,30,0,,,,0,,,23350273.0,0
Not Available,Steve Hicks,40,0,,,,0,,,23348629.0,0
Not Available,Rico,22,0,,,,0,,,23349951.0,0
Not Available,Sakshi vijayvargiya,38,0,,,,0,,,23350265.0,0
Not Available,Jared Davis,44,0,,,,0,,,23350139.0,0
Not Available,Ma28,5k,0,,,,0,,,4893572.0,3
Not Available,DAKSH SOLANKI,84,0,,,,0,,,23349698.0,0
Not Available,Panface,3k,0,,,,0,,,13076142.0,10
Slovenia,Miha Žitko,8k,0,,,,0,,,16350733.0,9
"San Antonio, TX, United States",Andres Lowrie,14k,0,,,,0,,,918118.0,25
Sri Lanka,thilakshiK,80k,5,,,,0,,,8523945.0,100
France,Victor Beltrami,329,0,,,,0,,,11130589.0,0
United Kingdom,Smeagol,5k,0,,,,0,,,16828500.0,6
Not Available,user23350433,83,0,,,,0,,,23350433.0,0
Not Available,Vishal Gaikwad,107,0,,,,0,,,23350449.0,0
Not Available,郭寰宇,99k,0,,,,0,,,7552283.0,0
"New Delhi, Delhi, India",Ashish Gupta,2k,0,,,,0,,,6212912.0,0
Not Available,Ayeris,89,0,,,,0,,,14018362.0,0
Canada,sdavis891,18k,0,,,,0,,,6066226.0,5
Not Available,H0401,50,0,,,,0,,,23346699.0,0
Spain,alseether,115k,124,,,,209,,,3195314.0,512
"Dublin, Ireland",Alexandre Paiva,82k,0,,,,0,,,3461728.0,40
"Guwahati, Assam, India",randeepsarma24,2k,0,,,,0,,,14120802.0,1
"Cincinnati, OH",ekolis,583k,2,,,,0,,,1159763.0,"1,338"
Not Available,Kent,4k,0,,,,0,,,3285653.0,0
Not Available,Alex,416,0,,,,0,,,14635073.0,0
"Kyiv, місто Київ, Ukraine",ktretyak,3.6m,2,,,,0,,,1716560.0,405
"Pune, Maharashtra, India",Ragesh Pikalmunde,151k,5,,,,0,,,7036867.0,37
Not Available,Cy S.,41,0,,,,0,,,10551624.0,3
Not Available,Brian A. Henning,64k,14,,,,11,,,1253006.0,550
Not Available,tuong duy,4k,0,,,,0,,,19748277.0,0
Austria,Philipp,5.6m,11,,,,0,,,313501.0,"1,114"
Not Available,Emre Can Akyol,3k,0,,,,0,,,20019229.0,0
Not Available,hell_coder,259,0,,,,0,,,21892763.0,3
